species,community,site,ind,plant_height,floral_height,
Silene ciliata,Mediterranean,Rabinalto,6,11,17,
Silene ciliata,Mediterranean,Rabinalto,7,8,13,
Silene ciliata,Mediterranean,Rabinalto,8,15,19.2,
Silene ciliata,Mediterranean,Rabinalto,9,4,11.8,
Silene ciliata,Mediterranean,Rabinalto,10,4,11.4,
Silene ciliata,Temperate,Hoyo sin Tierra,1,5.3,11.4,
Silene ciliata,Temperate,Hoyo sin Tierra,2,3.5,6.9,
Silene ciliata,Temperate,Hoyo sin Tierra,3,7.9,14.5,
Silene ciliata,Temperate,Hoyo sin Tierra,4,8,16.8,
Silene ciliata,Temperate,Hoyo sin Tierra,5,5.6,10.6,
Silene ciliata,Temperate,Hoyo sin Tierra,6,7.9,13.6,
Silene ciliata,Temperate,Hoyo sin Tierra,7,5.5,9.4,
Silene ciliata,Temperate,Hoyo sin Tierra,8,3,11.6,
Silene ciliata,Temperate,Hoyo sin Tierra,9,5.6,11.2,
Silene ciliata,Temperate,Hoyo sin Tierra,10,2.5,9,
Silene ciliata,Temperate,Los Cazadores,1,2.2,10.4,
Silene ciliata,Temperate,Los Cazadores,2,4.4,9.4,
Silene ciliata,Temperate,Los Cazadores,3,1,7.2,
Silene ciliata,Temperate,Los Cazadores,4,3.8,10.8,
Silene ciliata,Temperate,Los Cazadores,5,8.6,14.5,
Silene ciliata,Temperate,Los Cazadores,6,3.2,9,
Silene ciliata,Temperate,Los Cazadores,7,5.4,10.2,
Silene ciliata,Temperate,Los Cazadores,8,12.8,24,
Silene ciliata,Temperate,Los Cazadores,9,1.8,13,
Silene ciliata,Temperate,Los Cazadores,10,2.5,18,
Solidago virgaurea,Mediterranean,Penouta,1,3,6.6,
Solidago virgaurea,Mediterranean,Penouta,2,6,9.2,
Solidago virgaurea,Mediterranean,Penouta,3,6.8,8.4,
Solidago virgaurea,Mediterranean,Penouta,4,6,7.8,
Solidago virgaurea,Mediterranean,Penouta,5,12,16.4,
Solidago virgaurea,Mediterranean,Penouta,6,9.4,12,
Solidago virgaurea,Mediterranean,Penouta,7,6.4,8.2,
Solidago virgaurea,Mediterranean,Penouta,8,12,14,
Solidago virgaurea,Mediterranean,Penouta,9,16,19.8,
Solidago virgaurea,Mediterranean,Penouta,10,16.2,19.2,
Solidago virgaurea,Mediterranean,Cañada,1,4.4,7,
Solidago virgaurea,Mediterranean,Cañada,2,10.2,13.6,
Solidago virgaurea,Mediterranean,Cañada,3,2.8,4,
Solidago virgaurea,Mediterranean,Cañada,4,10.2,14.2,
Solidago virgaurea,Mediterranean,Cañada,5,10.4,13.8,
Solidago virgaurea,Mediterranean,Cañada,6,13.2,16,
Solidago virgaurea,Mediterranean,Cañada,7,6.8,8.2,
Solidago virgaurea,Mediterranean,Cañada,8,11.8,14.6,
Solidago virgaurea,Mediterranean,Cañada,9,11,12,
Solidago virgaurea,Mediterranean,Cañada,10,8.8,10.6,
Spergula morisonii,Mediterranean,Rabinalto,1,5.8,9.5,
Spergula morisonii,Mediterranean,Rabinalto,2,6.4,14,
Spergula morisonii,Mediterranean,Rabinalto,3,5,9,
Spergula morisonii,Mediterranean,Rabinalto,4,4.8,6.2,
Spergula morisonii,Mediterranean,Rabinalto,5,4.2,8,
Spergula morisonii,Mediterranean,Rabinalto,6,5.4,9.6,
Spergula morisonii,Mediterranean,Rabinalto,7,9.8,18.8,
Spergula morisonii,Mediterranean,Rabinalto,8,2,4,
Spergula morisonii,Mediterranean,Rabinalto,9,3,5.2,
Spergula morisonii,Mediterranean,Rabinalto,10,3.8,8.8,
Spergula morisonii,Mediterranean,Cañada,1,2.8,4.8,
Spergula morisonii,Mediterranean,Cañada,2,2.8,9.2,
Spergula morisonii,Mediterranean,Cañada,3,8.6,13.4,
Spergula morisonii,Mediterranean,Cañada,4,3.6,6.8,
Spergula morisonii,Mediterranean,Cañada,5,2.4,4,
Spergula morisonii,Mediterranean,Cañada,6,2.4,6,
Spergula morisonii,Mediterranean,Cañada,7,2.4,5.2,
Spergula morisonii,Mediterranean,Cañada,8,4.8,6.8,
Spergula morisonii,Mediterranean,Cañada,9,4.8,7.4,
Spergula morisonii,Mediterranean,Cañada,10,5.2,8,
Thymus praecox,Mediterranean,Rabinalto,1,1,2,
Thymus praecox,Mediterranean,Rabinalto,2,2,2.4,
Thymus praecox,Mediterranean,Rabinalto,3,0.6,1.2,
Thymus praecox,Mediterranean,Rabinalto,4,4,1.2,
Thymus praecox,Mediterranean,Rabinalto,5,2.4,3.6,
Thymus praecox,Mediterranean,Rabinalto,6,2,3.2,
Thymus praecox,Mediterranean,Rabinalto,7,2,3.2,
Thymus praecox,Mediterranean,Rabinalto,8,3.6,4.4,
Thymus praecox,Mediterranean,Rabinalto,9,1.8,2.6,
Thymus praecox,Mediterranean,Rabinalto,10,4,6.4,
Thymus praecox,Mediterranean,Solana,1,1.8,2.8,
Thymus praecox,Mediterranean,Solana,2,1.8,3.8,
Thymus praecox,Mediterranean,Solana,3,3.4,3.8,
Thymus praecox,Mediterranean,Solana,4,2.2,2.4,
Thymus praecox,Mediterranean,Solana,5,3.8,5.2,
Thymus praecox,Mediterranean,Solana,6,2.8,3.4,
Thymus praecox,Mediterranean,Solana,7,1.8,3.2,
Thymus praecox,Mediterranean,Solana,8,1.8,3.8,
Thymus praecox,Mediterranean,Solana,9,1.4,3.6,
Thymus praecox,Mediterranean,Solana,10,3,5.9,
Thymus praecox,Temperate,Hoyo sin Tierra,1,4,5.5,
Thymus praecox,Temperate,Hoyo sin Tierra,2,4,5.2,
Thymus praecox,Temperate,Hoyo sin Tierra,3,3.5,4.5,
Thymus praecox,Temperate,Hoyo sin Tierra,4,2.6,3.2,
Thymus praecox,Temperate,Hoyo sin Tierra,5,4,5.3,
Thymus praecox,Temperate,Hoyo sin Tierra,6,1.2,1.5,
Thymus praecox,Temperate,Hoyo sin Tierra,7,2,2.4,
Thymus praecox,Temperate,Hoyo sin Tierra,8,2.6,3.2,
Thymus praecox,Temperate,Hoyo sin Tierra,9,3.9,5,
Thymus praecox,Temperate,Hoyo sin Tierra,10,2.8,3.2,
Thymus praecox,Temperate,Los Cazadores,1,1.4,3,
Thymus praecox,Temperate,Los Cazadores,2,1.2,2.4,
Thymus praecox,Temperate,Los Cazadores,3,1.8,2.4,
Thymus praecox,Temperate,Los Cazadores,4,1.8,2.2,
Thymus praecox,Temperate,Los Cazadores,5,1.8,4,
Thymus praecox,Temperate,Los Cazadores,6,3,3.4,
Thymus praecox,Temperate,Los Cazadores,7,2,1.8,
Thymus praecox,Temperate,Los Cazadores,8,2.8,3.4,
Thymus praecox,Temperate,Los Cazadores,9,1.2,2,
Thymus praecox,Temperate,Los Cazadores,10,2.8,4,
Veronica nummularia,Temperate,Hou sin Tierri,1,1.5,2.4,
Veronica nummularia,Temperate,Hou sin Tierri,2,1.5,2.2,
Veronica nummularia,Temperate,Hou sin Tierri,3,1.5,2.3,
Veronica nummularia,Temperate,Hou sin Tierri,4,2,2.7,
Veronica nummularia,Temperate,Hou sin Tierri,5,1.4,1.9,
Veronica nummularia,Temperate,Hou sin Tierri,6,1,1.5,
Veronica nummularia,Temperate,Hou sin Tierri,7,1.4,2.9,
Veronica nummularia,Temperate,Hou sin Tierri,8,2,2.8,
Veronica nummularia,Temperate,Hou sin Tierri,9,2.6,3.4,
Veronica nummularia,Temperate,Hou sin Tierri,10,1.5,1.6,
Veronica nummularia,Temperate,Boches,1,3.2,4,
Veronica nummularia,Temperate,Boches,2,2.6,3,
Veronica nummularia,Temperate,Boches,3,3,3.5,
Veronica nummularia,Temperate,Boches,4,1.5,3.5,
Veronica nummularia,Temperate,Boches,5,1.5,2.1,
Veronica nummularia,Temperate,Boches,6,1.5,2.4,
Veronica nummularia,Temperate,Boches,7,2.7,3.5,
Veronica nummularia,Temperate,Boches,8,2.8,3.7,
Veronica nummularia,Temperate,Boches,9,2.9,3.8,
Veronica nummularia,Temperate,Boches,10,1.7,3.2,
Veronica nummularia,Temperate,Boches,1,2.3,3.7,
Veronica nummularia,Temperate,Boches,2,1.5,2.1,
Veronica nummularia,Temperate,Boches,3,0.5,2,
Veronica nummularia,Temperate,Boches,4,1,2.5,
Veronica nummularia,Temperate,Boches,5,1.2,2.3,
Veronica nummularia,Temperate,Boches,6,1.3,1.9,
Veronica nummularia,Temperate,Boches,7,2.5,3.9,
Veronica nummularia,Temperate,Boches,8,3.4,4,
Veronica nummularia,Temperate,Boches,9,2.5,3.1,
Veronica nummularia,Temperate,Boches,10,1.1,2.3,
Teesdalia conferta,Mediterranean,Penouta,1,1,8.5,
Teesdalia conferta,Mediterranean,Penouta,2,1,5.3,
Teesdalia conferta,Mediterranean,Penouta,3,1.5,6.5,
Teesdalia conferta,Mediterranean,Penouta,4,1,5,
Teesdalia conferta,Mediterranean,Penouta,5,3,9.3,
Teesdalia conferta,Mediterranean,Penouta,6,2.5,12,
Teesdalia conferta,Mediterranean,Penouta,7,2.5,9,
Teesdalia conferta,Mediterranean,Penouta,8,1.5,8.2,
Teesdalia conferta,Mediterranean,Penouta,9,1.7,7.2,
Teesdalia conferta,Mediterranean,Penouta,10,1,7.4,
Teesdalia conferta,Mediterranean,Penouta,11,1,4.1,
Teesdalia conferta,Mediterranean,Penouta,12,2,7.2,
Teesdalia conferta,Mediterranean,Penouta,13,2,8.6,
Teesdalia conferta,Mediterranean,Penouta,14,1.5,7,
Teesdalia conferta,Mediterranean,Penouta,15,1.3,7.4,
Teesdalia conferta,Mediterranean,Penouta,16,2,8.1,
Teesdalia conferta,Mediterranean,Penouta,17,2,5.6,
Teesdalia conferta,Mediterranean,Penouta,18,2,5.4,
Teesdalia conferta,Mediterranean,Penouta,19,2,6.6,
Teesdalia conferta,Mediterranean,Penouta,20,2.5,10.4,
