community,species,site,code ,plant,N.seeds,,
Mediterranean,Sempervivum arachnoideum,Solana,230921-04,1,127,*valores aproximados por peso semilla,
Mediterranean,Sempervivum arachnoideum,Solana,230921-04,2,1145,*valores aproximados por peso semilla,
Mediterranean,Sempervivum arachnoideum,Solana,230921-04,3,472,*valores aproximados por peso semilla,
Mediterranean,Sempervivum arachnoideum,Solana,230921-04,4,716,*valores aproximados por peso semilla,
Mediterranean,Sempervivum arachnoideum,Solana,230921-04,5,739,*valores aproximados por peso semilla,
Mediterranean,Sempervivum arachnoideum,Solana,230921-04,6,419,*valores aproximados por peso semilla,
Mediterranean,Sempervivum arachnoideum,Solana,230921-04,7,125,*valores aproximados por peso semilla,
Mediterranean,Sempervivum arachnoideum,Solana,230921-04,8,748,*valores aproximados por peso semilla,
Mediterranean,Sempervivum arachnoideum,Solana,230921-04,9,496,*valores aproximados por peso semilla,
Mediterranean,Sempervivum arachnoideum,Solana,230921-04,10,515,*valores aproximados por peso semilla,
Mediterranean,Silene ciliata,Penauta,070823-06,1,17,,
Mediterranean,Silene ciliata,Penauta,070823-06,2,21,,
Mediterranean,Silene ciliata,Penauta,070823-06,3,27,,
Mediterranean,Silene ciliata,Penauta,070823-06,4,26,,
Mediterranean,Solidago virgaurea,Penauta,250821-13,1,61,,
Mediterranean,Solidago virgaurea,Penauta,250821-13,2,18,,
Mediterranean,Solidago virgaurea,Penauta,250821-13,3,25,,
Mediterranean,Solidago virgaurea,Penauta,250821-13,4,141,,
Mediterranean,Solidago virgaurea,Penauta,250821-13,5,38,,
Mediterranean,Solidago virgaurea,Penauta,250821-13,6,36,,
Mediterranean,Solidago virgaurea,Penauta,250821-13,7,14,,
Mediterranean,Solidago virgaurea,Penauta,250821-13,8,13,,
Mediterranean,Solidago virgaurea,Penauta,250821-13,9,18,,
Mediterranean,Solidago virgaurea,Penauta,250821-13,10,29,,
Mediterranean,Solidago virgaurea,Rabinalto,240821-08,1,265,,
Mediterranean,Solidago virgaurea,Rabinalto,240821-08,2,137,,
Mediterranean,Solidago virgaurea,Rabinalto,240821-08,3,121,,
Mediterranean,Solidago virgaurea,Rabinalto,240821-08,4,72,,
Mediterranean,Solidago virgaurea,Rabinalto,240821-08,5,43,,
Mediterranean,Solidago virgaurea,Rabinalto,240821-08,6,51,,
Mediterranean,Solidago virgaurea,Rabinalto,240821-08,7,126,,
Mediterranean,Solidago virgaurea,Rabinalto,240821-08,8,129,,
Mediterranean,Solidago virgaurea,Rabinalto,240821-08,9,61,,
Mediterranean,Solidago virgaurea,Rabinalto,240821-08,10,51,,
Mediterranean,Spergula morisonii,Alto la Cañada,270623-02,1,69,,
Mediterranean,Spergula morisonii,Alto la Cañada,270623-02,2,96,,
Mediterranean,Spergula morisonii,Alto la Cañada,270623-02,3,11,,
Mediterranean,Spergula morisonii,Alto la Cañada,270623-02,4,84,,
Mediterranean,Spergula morisonii,Alto la Cañada,270623-02,5,21,,
Mediterranean,Spergula morisonii,Alto la Cañada,270623-02,6,55,,
Mediterranean,Spergula morisonii,Alto la Cañada,270623-02,7,161,,
Mediterranean,Spergula morisonii,Alto la Cañada,270623-02,8,58,,
Mediterranean,Spergula morisonii,Alto la Cañada,270623-02,9,189,,
Mediterranean,Spergula morisonii,Alto la Cañada,270623-02,10,43,,
Mediterranean,Spergula morisonii,Alto la Cañada,270623-02,11,45,,
Mediterranean,Spergula morisonii,Alto la Cañada,270623-02,12,44,,
Mediterranean,Spergula morisonii,Alto la Cañada,270623-02,13,17,,
Mediterranean,Spergula morisonii,Alto la Cañada,270623-02,14,36,,
Mediterranean,Spergula morisonii,Alto la Cañada,270623-02,15,55,,
Mediterranean,Spergula morisonii,Alto la Cañada,270623-02,16,53,,
Mediterranean,Spergula morisonii,Alto la Cañada,270623-02,17,67,,
Mediterranean,Spergula morisonii,Alto la Cañada,270623-02,18,113,,
Mediterranean,Spergula morisonii,Alto la Cañada,270623-02,19,39,,
Mediterranean,Spergula morisonii,Alto la Cañada,270623-02,20,174,,
Mediterranean,Teesdalia conferta,Penauta,040822-12,1,14,,
Mediterranean,Teesdalia conferta,Penauta,040822-12,2,16,,
Mediterranean,Teesdalia conferta,Penauta,040822-12,3,0,,
Mediterranean,Teesdalia conferta,Penauta,040822-12,4,14,,
Mediterranean,Teesdalia conferta,Penauta,040822-12,5,26,,
Mediterranean,Teesdalia conferta,Penauta,040822-12,6,12,,
Mediterranean,Teesdalia conferta,Penauta,040822-12,7,4,,
Mediterranean,Teesdalia conferta,Penauta,040822-12,8,7,,
Mediterranean,Teesdalia conferta,Penauta,040822-12,9,10,,
Mediterranean,Teesdalia conferta,Penauta,040822-12,10,3,,
Mediterranean,Thymus praecox,Rabinalto,120821-06,1,1,,
Mediterranean,Thymus praecox,Rabinalto,120821-06,2,340,,
Mediterranean,Thymus praecox,Rabinalto,120821-06,3,462,,
Mediterranean,Thymus praecox,Rabinalto,120821-06,4,327,,
Mediterranean,Thymus praecox,Rabinalto,120821-06,5,829,,
Mediterranean,Thymus praecox,Rabinalto,120821-06,6,709,,
Mediterranean,Thymus praecox,Rabinalto,120821-06,7,406,,
Mediterranean,Thymus praecox,Rabinalto,120821-06,8,509,,
Mediterranean,Thymus praecox,Rabinalto,120821-06,9,733,,
Mediterranean,Thymus praecox,Rabinalto,120821-06,10,100,,
Mediterranean,Thymus praecox,Solana,110821-05,1,591,,
Mediterranean,Thymus praecox,Solana,110821-05,2,221,,
Mediterranean,Thymus praecox,Solana,110821-05,3,325,,
Mediterranean,Thymus praecox,Solana,110821-05,4,410,,
Mediterranean,Thymus praecox,Solana,110821-05,5,88,,
Mediterranean,Thymus praecox,Solana,110821-05,6,1286,,
Mediterranean,Thymus praecox,Solana,110821-05,7,175,,
Mediterranean,Thymus praecox,Solana,110821-05,8,137,,
Mediterranean,Thymus praecox,Solana,110821-05,9,1965,,
Mediterranean,Thymus praecox,Solana,110821-05,10,41,,
Temperate,Androsace villosa,Hoyo sin tierra,300821-03,1,46,,
Temperate,Androsace villosa,Hoyo sin tierra,300821-03,2,9,,
Temperate,Androsace villosa,Hoyo sin tierra,300821-03,3,34,,
Temperate,Androsace villosa,Hoyo sin tierra,300821-03,4,19,,
Temperate,Androsace villosa,Hoyo sin tierra,300821-03,5,16,,
Temperate,Androsace villosa,Hoyo sin tierra,300821-03,6,21,,
Temperate,Androsace villosa,Hoyo sin tierra,300821-03,7,7,,
Temperate,Androsace villosa,Hoyo sin tierra,300821-03,8,21,,
Temperate,Androsace villosa,Hoyo sin tierra,300821-03,9,33,,
Temperate,Androsace villosa,Hoyo sin tierra,300821-03,10,18,,
Temperate,Androsace villosa,Los cazadores,310821-11,1,8,,
Temperate,Androsace villosa,Los cazadores,310821-11,2,38,,
Temperate,Androsace villosa,Los cazadores,310821-11,3,12,,
Temperate,Androsace villosa,Los cazadores,310821-11,4,32,,
Temperate,Androsace villosa,Los cazadores,310821-11,5,15,,
Temperate,Androsace villosa,Los cazadores,310821-11,6,28,,
Temperate,Androsace villosa,Los cazadores,310821-11,7,14,,
Temperate,Androsace villosa,Los cazadores,310821-11,8,18,,
Temperate,Androsace villosa,Los cazadores,310821-11,9,16,,
Temperate,Androsace villosa,Los cazadores,310821-11,10,29,,
Temperate,Anthyllis vulneraria,Hoyo sin tierra,300821-04,1,9,pasadas?,
Temperate,Anthyllis vulneraria,Hoyo sin tierra,300821-04,2,11,pasadas?,
Temperate,Anthyllis vulneraria,Hoyo sin tierra,300821-04,3,15,pasadas?,
Temperate,Anthyllis vulneraria,Hoyo sin tierra,300821-04,4,7,pasadas?,
Temperate,Anthyllis vulneraria,Hoyo sin tierra,300821-04,5,6,pasadas?,
Temperate,Anthyllis vulneraria,Hoyo sin tierra,300821-04,6,3,pasadas?,
Temperate,Anthyllis vulneraria,Hoyo sin tierra,300821-04,7,13,pasadas?,
Temperate,Anthyllis vulneraria,Hoyo sin tierra,300821-04,8,1,pasadas?,
Temperate,Anthyllis vulneraria,Hoyo sin tierra,300821-04,9,1,pasadas?,
